22.0, 40.0
22.0, 40.0
22.0, 40.0
22.0, 45.0
22.0, 40.0
22.0, 45.0
22.0, 40.0
22.0, 40.0
22.0, 45.0
22.0, 45.0
22.0, 45.0
22.0, 40.0
22.0, 40.0
22.0, 40.0
22.0, 39.0
22.0, 40.0
22.0, 46.0
22.0, 45.0
22.0, 40.0
22.0, 40.0
22.0, 40.0
22.0, 45.0
22.0, 40.0
22.0, 45.0
22.0, 45.0
22.0, 39.0
22.0, 45.0
22.0, 39.0
22.0, 45.0
22.0, 39.0
22.0, 39.0
22.0, 38.0
22.0, 38.0
22.0, 38.0
22.0, 37.0
22.0, 37.0
22.0, 38.0
22.0, 43.0
22.0, 37.0
22.0, 38.0
22.0, 37.0
22.0, 37.0
23.0, 37.0
23.0, 42.0
23.0, 37.0
23.0, 37.0
23.0, 37.0
23.0, 37.0
23.0, 36.0
23.0, 36.0
23.0, 36.0
23.0, 36.0
23.0, 40.0
23.0, 35.0
23.0, 39.0
23.0, 36.0
23.0, 36.0
24.0, 36.0
24.0, 40.0
24.0, 35.0
24.0, 39.0
24.0, 35.0
24.0, 35.0
24.0, 35.0
24.0, 35.0
24.0, 35.0
24.0, 35.0
24.0, 35.0
24.0, 34.0
24.0, 34.0
24.0, 34.0
24.0, 34.0
24.0, 38.0
24.0, 34.0
24.0, 38.0
24.0, 34.0
24.0, 34.0
24.0, 34.0
24.0, 34.0
24.0, 34.0
24.0, 34.0
23.0, 34.0
23.0, 38.0
23.0, 34.0
23.0, 35.0
23.0, 39.0
23.0, 34.0
23.0, 34.0
23.0, 35.0
23.0, 35.0
23.0, 35.0
23.0, 35.0
23.0, 35.0
23.0, 35.0
23.0, 35.0
23.0, 36.0
23.0, 40.0
23.0, 35.0
23.0, 40.0
23.0, 36.0
23.0, 40.0
23.0, 36.0
23.0, 40.0
23.0, 40.0
23.0, 36.0
23.0, 40.0
23.0, 35.0
23.0, 36.0
23.0, 36.0
23.0, 33.0
23.0, 35.0
23.0, 35.0
23.0, 35.0
23.0, 39.0
23.0, 35.0
23.0, 35.0
23.0, 35.0
23.0, 35.0
23.0, 35.0
23.0, 35.0
23.0, 39.0
23.0, 35.0
23.0, 35.0
24.0, 35.0
24.0, 35.0
23.0, 39.0
23.0, 39.0
23.0, 39.0
23.0, 34.0
23.0, 38.0
23.0, 35.0
24.0, 35.0
23.0, 34.0
23.0, 38.0
23.0, 34.0
23.0, 35.0
23.0, 34.0
23.0, 34.0
23.0, 34.0
23.0, 34.0
23.0, 39.0
23.0, 39.0
24.0, 35.0
24.0, 35.0
24.0, 34.0
24.0, 34.0
24.0, 33.0
24.0, 34.0
24.0, 33.0
24.0, 34.0
24.0, 34.0
24.0, 37.0
24.0, 37.0
24.0, 37.0
24.0, 37.0
24.0, 37.0
24.0, 37.0
24.0, 33.0
24.0, 37.0
24.0, 37.0
24.0, 33.0
24.0, 37.0
24.0, 33.0
24.0, 34.0
24.0, 34.0
24.0, 34.0
24.0, 37.0
24.0, 33.0
24.0, 33.0
24.0, 33.0
24.0, 33.0
24.0, 33.0
24.0, 33.0
24.0, 32.0
24.0, 33.0
24.0, 33.0
24.0, 33.0
24.0, 33.0
24.0, 33.0
24.0, 33.0
24.0, 33.0
25.0, 36.0
25.0, 36.0
25.0, 36.0
25.0, 36.0
25.0, 33.0
25.0, 33.0
25.0, 36.0
25.0, 33.0
25.0, 33.0
25.0, 33.0
25.0, 33.0
25.0, 36.0
25.0, 36.0
25.0, 33.0
25.0, 33.0
25.0, 33.0
25.0, 33.0
25.0, 32.0
25.0, 32.0
25.0, 32.0
25.0, 32.0
25.0, 32.0
25.0, 32.0
25.0, 35.0
25.0, 32.0
25.0, 32.0
25.0, 32.0
25.0, 32.0
25.0, 32.0
25.0, 32.0
25.0, 32.0
25.0, 32.0
25.0, 32.0
25.0, 35.0
25.0, 32.0
25.0, 32.0
25.0, 32.0
25.0, 34.0
25.0, 34.0
25.0, 32.0
25.0, 32.0
25.0, 34.0
25.0, 32.0
25.0, 32.0
25.0, 32.0
25.0, 34.0
25.0, 32.0
25.0, 31.0
25.0, 34.0
25.0, 31.0
25.0, 34.0
25.0, 34.0
25.0, 31.0
25.0, 31.0
25.0, 31.0
25.0, 31.0
25.0, 31.0
25.0, 31.0
26.0, 33.0
25.0, 31.0
26.0, 35.0
26.0, 35.0
26.0, 32.0
26.0, 32.0
26.0, 32.0
26.0, 35.0
26.0, 32.0
26.0, 32.0
26.0, 35.0
26.0, 32.0
26.0, 32.0
26.0, 32.0
26.0, 32.0
26.0, 32.0
26.0, 32.0
26.0, 32.0
26.0, 32.0
26.0, 32.0
26.0, 32.0
26.0, 32.0
26.0, 32.0
26.0, 34.0
26.0, 34.0
26.0, 32.0
26.0, 32.0
26.0, 32.0
26.0, 32.0
26.0, 32.0
26.0, 32.0
26.0, 32.0
26.0, 32.0
26.0, 32.0
26.0, 32.0
26.0, 32.0
26.0, 32.0
26.0, 32.0
26.0, 31.0
26.0, 31.0
26.0, 31.0
26.0, 33.0
26.0, 31.0
26.0, 31.0
26.0, 33.0
26.0, 31.0
26.0, 33.0
26.0, 33.0
26.0, 31.0
26.0, 33.0
26.0, 31.0
26.0, 31.0
26.0, 31.0
26.0, 31.0
26.0, 31.0
26.0, 31.0
26.0, 31.0
26.0, 31.0
26.0, 31.0
26.0, 31.0
26.0, 31.0
26.0, 31.0
26.0, 31.0
26.0, 31.0
26.0, 31.0
26.0, 31.0
26.0, 31.0
26.0, 33.0
26.0, 31.0
26.0, 31.0
26.0, 31.0
26.0, 33.0
26.0, 33.0
26.0, 32.0
26.0, 34.0
26.0, 32.0
26.0, 32.0
26.0, 32.0
26.0, 34.0
26.0, 34.0
27.0, 32.0
27.0, 34.0
27.0, 34.0
26.0, 32.0
27.0, 32.0
26.0, 32.0
27.0, 34.0
27.0, 32.0
27.0, 32.0
27.0, 32.0
27.0, 34.0
27.0, 32.0
27.0, 32.0
27.0, 32.0
27.0, 32.0
27.0, 32.0
27.0, 32.0
27.0, 32.0
27.0, 32.0
27.0, 32.0
27.0, 32.0
27.0, 32.0
27.0, 32.0
27.0, 32.0
27.0, 32.0
27.0, 32.0
27.0, 34.0
27.0, 32.0
27.0, 34.0
27.0, 32.0
27.0, 34.0
27.0, 32.0
27.0, 32.0
27.0, 32.0
27.0, 34.0
27.0, 32.0
27.0, 32.0
27.0, 32.0
27.0, 32.0
27.0, 32.0
27.0, 32.0
27.0, 32.0
27.0, 32.0
27.0, 34.0
27.0, 32.0
27.0, 32.0
27.0, 32.0
27.0, 32.0
27.0, 32.0
27.0, 32.0
27.0, 33.0
27.0, 32.0
27.0, 32.0
27.0, 33.0
27.0, 32.0
27.0, 33.0
27.0, 32.0
27.0, 32.0
27.0, 32.0
27.0, 33.0
27.0, 32.0
27.0, 33.0
27.0, 32.0
27.0, 33.0
27.0, 32.0
27.0, 32.0
27.0, 33.0
28.0, 34.0
27.0, 32.0
27.0, 33.0
27.0, 31.0
28.0, 36.0
28.0, 36.0
28.0, 32.0
28.0, 33.0
28.0, 35.0
28.0, 33.0
28.0, 33.0
28.0, 32.0
28.0, 32.0
28.0, 32.0
28.0, 33.0
28.0, 33.0
28.0, 32.0
28.0, 32.0
28.0, 34.0
28.0, 34.0
28.0, 33.0
28.0, 36.0
28.0, 33.0
28.0, 33.0
28.0, 35.0
28.0, 37.0
28.0, 32.0
28.0, 34.0
28.0, 32.0
28.0, 32.0
28.0, 32.0
28.0, 33.0
28.0, 32.0
28.0, 32.0
28.0, 32.0
28.0, 34.0
28.0, 32.0
14.0, 144.0
28.0, 31.0
14.0, 143.0
28.0, 32.0
28.0, 32.0
28.0, 32.0
28.0, 32.0
28.0, 31.0
28.0, 31.0
28.0, 32.0
28.0, 32.0
28.0, 33.0
28.0, 32.0
28.0, 32.0
28.0, 32.0
28.0, 32.0
28.0, 31.0
28.0, 34.0
28.0, 31.0
28.0, 32.0
28.0, 32.0
28.0, 31.0
28.0, 33.0
28.0, 34.0
28.0, 33.0
28.0, 31.0
28.0, 32.0
28.0, 32.0
28.0, 31.0
28.0, 32.0
28.0, 31.0
28.0, 32.0
28.0, 31.0
28.0, 31.0
28.0, 32.0
28.0, 33.0
28.0, 31.0
28.0, 32.0
28.0, 32.0
28.0, 31.0
28.0, 29.0
28.0, 26.0
28.0, 27.0
28.0, 27.0
28.0, 28.0
27.0, 25.0
27.0, 27.0
27.0, 25.0
27.0, 27.0
27.0, 27.0
27.0, 26.0
27.0, 27.0
27.0, 26.0
27.0, 27.0
27.0, 27.0
27.0, 27.0
27.0, 27.0
27.0, 30.0
27.0, 30.0
27.0, 28.0
27.0, 28.0
27.0, 29.0
27.0, 29.0
27.0, 28.0
27.0, 28.0
27.0, 30.0
27.0, 28.0
27.0, 28.0
27.0, 28.0
27.0, 30.0
27.0, 28.0
27.0, 27.0
27.0, 28.0
27.0, 26.0
27.0, 27.0
27.0, 29.0
27.0, 29.0
27.0, 27.0
27.0, 27.0
27.0, 28.0
27.0, 25.0
27.0, 27.0
27.0, 27.0
27.0, 27.0
27.0, 27.0
27.0, 24.0
27.0, 25.0
27.0, 27.0
13.0, 140.0
27.0, 26.0
27.0, 26.0
27.0, 25.0
27.0, 25.0
27.0, 26.0
27.0, 26.0
27.0, 26.0
27.0, 24.0
27.0, 26.0
27.0, 26.0
27.0, 24.0
27.0, 24.0
27.0, 23.0
27.0, 25.0
27.0, 25.0
27.0, 25.0
27.0, 25.0
27.0, 27.0
27.0, 25.0
27.0, 26.0
27.0, 28.0
27.0, 28.0
27.0, 26.0
27.0, 24.0
27.0, 24.0
27.0, 27.0
27.0, 27.0
27.0, 24.0
27.0, 25.0
27.0, 23.0
27.0, 28.0
27.0, 27.0
27.0, 27.0
